path	type	group	purpose	deps	size	decision	target_path	notes
core/skills/mle-workflow/SKILL.md	skill	core-skills	Production machine-learning engineering workflow for data contracts, reproducible training, model evaluation, deployment, monitoring, and ro		346	keep		user approved proposed-cuts (keep)
core/skills/motion-advanced/SKILL.md	skill	core-skills	Advanced motion patterns for React / Next.js — drag & drop, gestures, text animations, SVG path drawing, custom hooks, imperative sequences 		596	keep		user approved proposed-cuts (keep)
core/skills/motion-foundations/SKILL.md	skill	core-skills	Motion tokens, spring presets, performance rules, device adaptation, accessibility enforcement, and SSR safety for React / Next.js using mot		299	keep		user approved proposed-cuts (keep)
core/skills/motion-patterns/SKILL.md	skill	core-skills	Production-ready animation patterns for React / Next.js — button, modal, toast, stagger, page transitions, exit animations, scroll, and layo		435	keep		user approved proposed-cuts (keep)
core/skills/motion-ui/SKILL.md	skill	core-skills	Production-ready UI motion system for React/Next.js. Use when implementing animations, transitions, or motion patterns.		575	keep		user approved proposed-cuts (keep)
core/skills/mysql-patterns/SKILL.md	skill	core-skills	MySQL and MariaDB schema, query, indexing, transaction, replication, and connection-pool patterns for production backends.		412	keep		user approved proposed-cuts (keep)
core/skills/nanoclaw-repl/SKILL.md	skill	core-skills	Operate and extend NanoClaw v2, ECC's zero-dependency session-aware REPL built on claude -p.		33	cut		user approved proposed-cuts (cut)
core/skills/nestjs-patterns/SKILL.md	skill	core-skills	NestJS architecture patterns for modules, controllers, providers, DTO validation, guards, interceptors, config, and production-grade TypeScr		230	keep		user approved proposed-cuts (keep)
core/skills/netmiko-ssh-automation/SKILL.md	skill	core-skills	Safe Python Netmiko patterns for read-only collection, bounded batch SSH, TextFSM parsing, guarded config changes, timeouts, and network aut		173	cut		user approved proposed-cuts (cut)
core/skills/network-bgp-diagnostics/SKILL.md	skill	core-skills	Diagnostics-only BGP troubleshooting patterns for neighbor state, route exchange, prefix policy, AS path inspection, and safe evidence colle		167	cut		user approved proposed-cuts (cut)
core/skills/network-config-validation/SKILL.md	skill	core-skills	Pre-deployment checks for router and switch configuration, including dangerous commands, duplicate addresses, subnet overlaps, stale referen		210	cut		user approved proposed-cuts (cut)
core/skills/network-interface-health/SKILL.md	skill	core-skills	Diagnose interface errors, drops, CRCs, duplex mismatches, flapping, speed negotiation issues, and counter trends on routers, switches, and 		152	cut		user approved proposed-cuts (cut)
core/skills/nextjs-turbopack/SKILL.md	skill	core-skills	Next.js 16+ and Turbopack — incremental bundling, FS caching, dev speed, and when to use Turbopack vs webpack.		57	keep		user approved proposed-cuts (keep)
core/skills/nodejs-keccak256/SKILL.md	skill	core-skills	Prevent Ethereum hashing bugs in JavaScript and TypeScript. Node's sha3-256 is NIST SHA3, not Ethereum Keccak-256, and silently breaks selec		102	cut		user approved proposed-cuts (cut)
core/skills/nutrient-document-processing/SKILL.md	skill	core-skills	Process, convert, OCR, extract, redact, sign, and fill documents using the Nutrient DWS API. Works with PDFs, DOCX, XLSX, PPTX, HTML, and im		167	cut		user approved proposed-cuts (cut)
core/skills/nuxt4-patterns/SKILL.md	skill	core-skills	Nuxt 4 app patterns for hydration safety, performance, route rules, lazy loading, and SSR-safe data fetching with useFetch and useAsyncData.		100	keep		user approved proposed-cuts (keep)
core/skills/openclaw-persona-forge/SKILL.md	skill	core-skills	为 OpenClaw AI Agent 锻造完整的龙虾灵魂方案。根据用户偏好或随机抽卡， 输出身份定位、灵魂描述(SOUL.md)、角色化底线规则、名字和头像生图提示词。 如当前环境提供已审核的生图 skill，可自动生成统一风格头像图片。 当用户需要创建、设计或定制 OpenC	bundles 9 files (refs/scripts travel together)	288	cut		user approved proposed-cuts (cut)
core/skills/opensource-pipeline/SKILL.md	skill	core-skills	Open-source pipeline: fork, sanitize, and package private projects for safe public release. Chains 3 agents (forker, sanitizer, packager). T		255	keep		user approved proposed-cuts (keep)
core/skills/parallel-execution-optimizer/SKILL.md	skill	core-skills	Use when the user wants a task done much faster through parallel work, concurrent agents, batched tool calls, isolated worktrees, or many in		72	keep		user approved proposed-cuts (keep)
core/skills/plan-orchestrate/SKILL.md	skill	core-skills	Read a plan document, decompose it into steps, design a per-step agent chain from the ECC catalogue, and emit ready-to-paste /orchestrate cu		262	keep		user approved proposed-cuts (keep)
core/skills/plankton-code-quality/SKILL.md	skill	core-skills	Write-time code quality enforcement using Plankton — auto-formatting, linting, and Claude-powered fixes on every file edit via hooks.		236	keep		user approved proposed-cuts (keep)
core/skills/postgres-patterns/SKILL.md	skill	core-skills	PostgreSQL database patterns for query optimization, schema design, indexing, and security. Based on Supabase best practices.		147	keep		user approved proposed-cuts (keep)
core/skills/prediction-market-oracle-research/SKILL.md	skill	core-skills	Research prediction markets as data sources or oracle signals for products, agents, dashboards, and corporate decision intelligence. Use for		63	cut		user approved proposed-cuts (cut)
core/skills/prediction-market-risk-review/SKILL.md	skill	core-skills	Review prediction-market, basket, oracle, and trading-agent workflows for compliance, safety, data-quality, privacy, and execution risk. Use		60	cut		user approved proposed-cuts (cut)
core/skills/prisma-patterns/SKILL.md	skill	core-skills	Prisma ORM patterns for TypeScript backends — schema design, query optimization, transactions, pagination, and critical traps like updateMan		371	keep		user approved proposed-cuts (keep)
core/skills/product-capability/SKILL.md	skill	core-skills	Translate PRD intent, roadmap asks, or product discussions into an implementation-ready capability plan that exposes constraints, invariants		141	keep		user approved proposed-cuts (keep)
core/skills/product-lens/SKILL.md	skill	core-skills	Use this skill to validate the "why" before building, run product diagnostics, and pressure-test product direction before the request become		92	keep		user approved proposed-cuts (keep)
core/skills/production-audit/SKILL.md	skill	core-skills	Local-evidence production readiness audit for shipped apps, pre-launch reviews, post-merge checks, and "what breaks in prod?" questions with		206	keep		user approved proposed-cuts (keep)
core/skills/production-scheduling/SKILL.md	skill	core-skills	>		238	cut		user approved proposed-cuts (cut)
core/skills/project-flow-ops/SKILL.md	skill	core-skills	Operate execution flow across GitHub and Linear by triaging issues and pull requests, linking active work, and keeping GitHub public-facing 		111	cut		user approved proposed-cuts (cut)
core/skills/prompt-optimizer/SKILL.md	skill	core-skills	>-		398	keep		user approved proposed-cuts (keep)
core/skills/python-patterns/SKILL.md	skill	core-skills	Pythonic idioms, PEP 8 standards, type hints, and best practices for building robust, efficient, and maintainable Python applications.		750	keep		user approved proposed-cuts (keep)
core/skills/python-testing/SKILL.md	skill	core-skills	Python testing strategies using pytest, TDD methodology, fixtures, mocking, parametrization, and coverage requirements.		816	keep		user approved proposed-cuts (keep)
core/skills/pytorch-patterns/SKILL.md	skill	core-skills	PyTorch deep learning patterns and best practices for building robust, efficient, and reproducible training pipelines, model architectures, 		396	keep		user approved proposed-cuts (keep)
core/skills/quality-nonconformance/SKILL.md	skill	core-skills	>		260	cut		user approved proposed-cuts (cut)
core/skills/quarkus-patterns/SKILL.md	skill	core-skills	Quarkus 3.x LTS architecture patterns with Camel for messaging, RESTful API design, CDI services, data access with Panache, and async proces		722	cut		user approved proposed-cuts (cut)
core/skills/quarkus-security/SKILL.md	skill	core-skills	Quarkus Security best practices for authentication, authorization, JWT/OIDC, RBAC, input validation, CSRF, secrets management, and dependenc		467	cut		user approved proposed-cuts (cut)
core/skills/quarkus-tdd/SKILL.md	skill	core-skills	Test-driven development for Quarkus 3.x LTS using JUnit 5, Mockito, REST Assured, Camel testing, and JaCoCo. Use when adding features, fixin		811	cut		user approved proposed-cuts (cut)
core/skills/quarkus-verification/SKILL.md	skill	core-skills	Verification loop for Quarkus projects: build, static analysis, tests with coverage, security scans, native compilation, and diff review bef		479	cut		user approved proposed-cuts (cut)
core/skills/ralphinho-rfc-pipeline/SKILL.md	skill	core-skills	RFC-driven multi-agent DAG execution pattern with quality gates, merge queues, and work unit orchestration.		67	keep		user approved proposed-cuts (keep)
core/skills/recsys-pipeline-architect/SKILL.md	skill	core-skills	Design composable recommendation, ranking, and feed pipelines using the six-stage Source→Hydrator→Filter→Scorer→Selector→SideEffect framewor		114	cut		user approved proposed-cuts (cut)
core/skills/recursive-decision-ledger/SKILL.md	skill	core-skills	Use when the user asks for repeated rollouts, marked decision processes, high-dimensional search, stochastic optimization, local-optima expl		79	keep		user approved proposed-cuts (keep)
core/skills/redis-patterns/SKILL.md	skill	core-skills	Redis data structure patterns, caching strategies, distributed locks, rate limiting, pub/sub, and connection management for production appli		403	keep		user approved proposed-cuts (keep)
core/skills/regex-vs-llm-structured-text/SKILL.md	skill	core-skills	Decision framework for choosing between regex and LLM when parsing structured text — start with regex, add LLM only for low-confidence edge 		220	keep		user approved proposed-cuts (keep)
core/skills/remotion-video-creation/SKILL.md	skill	core-skills	Best practices for Remotion - Video creation in React. 29 domain-specific rules covering 3D, animations, audio, captions, charts, transition	bundles 32 files (refs/scripts travel together)	43	cut		user approved proposed-cuts (cut)
core/skills/repo-scan/SKILL.md	skill	core-skills	Cross-stack source code asset audit — classifies every file, detects embedded third-party libraries, and delivers actionable four-level verd		78	cut		user approved proposed-cuts (cut)
core/skills/research-ops/SKILL.md	skill	core-skills	Evidence-first current-state research workflow for ECC. Use when the user wants fresh facts, comparisons, enrichment, or a recommendation bu		112	cut		user approved proposed-cuts (cut)
core/skills/returns-reverse-logistics/SKILL.md	skill	core-skills	>		240	cut		user approved proposed-cuts (cut)
core/skills/rules-distill/SKILL.md	skill	core-skills	Scan skills to extract cross-cutting principles and distill them into rules — append, revise, or create new rule files	bundles 3 files (refs/scripts travel together)	264	keep		user approved proposed-cuts (keep)
core/skills/safety-guard/SKILL.md	skill	core-skills	Use this skill to prevent destructive operations when working on production systems or running agents autonomously.		75	keep		user approved proposed-cuts (keep)
core/skills/santa-method/SKILL.md	skill	core-skills	Multi-agent adversarial verification with convergence loop. Two independent review agents must both pass before output ships.		306	keep		user approved proposed-cuts (keep)
core/skills/scientific-db-pubmed-database/SKILL.md	skill	core-skills	Direct PubMed and NCBI E-utilities search workflows for biomedical literature, MeSH queries, PMID lookup, citation retrieval, and API-backed		175	cut		user approved proposed-cuts (cut)
core/skills/scientific-db-uspto-database/SKILL.md	skill	core-skills	USPTO patent and trademark data workflow for official record lookup, PatentSearch queries, TSDR checks, assignment data, and reproducible IP		177	cut		user approved proposed-cuts (cut)
core/skills/scientific-pkg-gget/SKILL.md	skill	core-skills	gget CLI and Python workflow for quick genomic database queries, sequence lookup, BLAST-style searches, enrichment checks, and reproducible 		166	cut		user approved proposed-cuts (cut)
core/skills/scientific-thinking-literature-review/SKILL.md	skill	core-skills	Systematic literature-review workflow for academic, biomedical, technical, and scientific topics, including search planning, source screenin		192	cut		user approved proposed-cuts (cut)
core/skills/scientific-thinking-scholar-evaluation/SKILL.md	skill	core-skills	Structured scholarly-work evaluation for papers, proposals, literature reviews, methods sections, evidence quality, citation support, and re		160	cut		user approved proposed-cuts (cut)
core/skills/search-first/SKILL.md	skill	core-skills	Research-before-coding workflow. Search for existing tools, libraries, and patterns before writing custom code. Invokes the researcher agent		182	keep		user approved proposed-cuts (keep)
core/skills/security-bounty-hunter/SKILL.md	skill	core-skills	Hunt for exploitable, bounty-worthy security issues in repositories. Focuses on remotely reachable vulnerabilities that qualify for real rep		99	keep		user approved proposed-cuts (keep)
core/skills/security-review/SKILL.md	skill	core-skills	Use this skill when adding authentication, handling user input, working with secrets, creating API endpoints, or implementing payment/sensit	bundles 2 files (refs/scripts travel together)	503	keep		user approved proposed-cuts (keep)
core/skills/security-scan/SKILL.md	skill	core-skills	Scan your Claude Code configuration (.claude/ directory) for security vulnerabilities, misconfigurations, and injection risks using AgentShi		165	keep		user approved proposed-cuts (keep)
core/skills/seo/SKILL.md	skill	core-skills	Audit, plan, and implement SEO improvements across technical SEO, on-page optimization, structured data, Core Web Vitals, and content strate		154	cut		user approved proposed-cuts (cut)
core/skills/skill-comply/SKILL.md	skill	core-skills	Visualize whether skills, rules, and agent definitions are actually followed — auto-generates scenarios at 3 prompt strictness levels, runs 	bundles 22 files (refs/scripts travel together)	58	keep		user approved proposed-cuts (keep)
core/skills/skill-scout/SKILL.md	skill	core-skills	Search existing local, marketplace, GitHub, and web skill sources before creating a new skill. Use when the user wants to create, build, for		140	keep		user approved proposed-cuts (keep)
core/skills/skill-stocktake/SKILL.md	skill	core-skills	Use when auditing Claude skills and commands for quality. Supports Quick Scan (changed skills only) and Full Stocktake modes with sequential	bundles 4 files (refs/scripts travel together)	194	keep		user approved proposed-cuts (keep)
core/skills/social-graph-ranker/SKILL.md	skill	core-skills	Weighted social-graph ranking for warm intro discovery, bridge scoring, and network gap analysis across X and LinkedIn. Use when the user wa		154	cut		user approved proposed-cuts (cut)
core/skills/social-publisher/SKILL.md	skill	core-skills	Agent-driven scheduling and publishing of social media posts across 13 platforms via SocialClaw. Use when the user wants to publish to X, Li		115	cut		user approved proposed-cuts (cut)
core/skills/springboot-patterns/SKILL.md	skill	core-skills	Spring Boot architecture patterns, REST API design, layered services, data access, caching, async processing, and logging. Use for Java Spri		314	cut		user approved proposed-cuts (cut)
core/skills/springboot-security/SKILL.md	skill	core-skills	Spring Security best practices for authn/authz, validation, CSRF, secrets, headers, rate limiting, and dependency security in Java Spring Bo		272	cut		user approved proposed-cuts (cut)
core/skills/springboot-tdd/SKILL.md	skill	core-skills	Test-driven development for Spring Boot using JUnit 5, Mockito, MockMvc, Testcontainers, and JaCoCo. Use when adding features, fixing bugs, 		158	cut		user approved proposed-cuts (cut)
core/skills/springboot-verification/SKILL.md	skill	core-skills	Verification loop for Spring Boot projects: build, static analysis, tests with coverage, security scans, and diff review before release or P		231	cut		user approved proposed-cuts (cut)
core/skills/strategic-compact/SKILL.md	skill	core-skills	Suggests manual context compaction at logical intervals to preserve context through task phases rather than arbitrary auto-compaction.		131	keep		user approved proposed-cuts (keep)
core/skills/swiftui-patterns/SKILL.md	skill	core-skills	SwiftUI architecture patterns, state management with @Observable, view composition, navigation, performance optimization, and modern iOS/mac		259	cut		user approved proposed-cuts (cut)
core/skills/tdd-workflow/SKILL.md	skill	core-skills	Use this skill when writing new features, fixing bugs, or refactoring code. Enforces test-driven development with 80%+ coverage including un		463	keep		user approved proposed-cuts (keep)
core/skills/team-builder/SKILL.md	skill	core-skills	Interactive agent picker for composing and dispatching parallel teams		168	keep		user approved proposed-cuts (keep)
core/skills/terminal-ops/SKILL.md	skill	core-skills	Evidence-first repo execution workflow for ECC. Use when the user wants a command run, a repo checked, a CI failure debugged, or a narrow fi		109	cut		user approved proposed-cuts (cut)
core/skills/tinystruct-patterns/SKILL.md	skill	core-skills	Expert guidance for developing with the tinystruct Java framework. Use when working on the tinystruct codebase or any project built on tinys	bundles 7 files (refs/scripts travel together)	203	cut		user approved proposed-cuts (cut)
core/skills/token-budget-advisor/SKILL.md	skill	core-skills	>-		133	keep		user approved proposed-cuts (keep)
core/skills/ui-demo/SKILL.md	skill	core-skills	Record polished UI demo videos using Playwright. Use when the user asks to create a demo, walkthrough, screen recording, or tutorial video o		465	cut		user approved proposed-cuts (cut)
core/skills/ui-to-vue/SKILL.md	skill	core-skills	Use when the user has UI screenshots or design exports that need batch conversion into Vue 3 components, especially with Vant, Element Plus,		134	keep		user approved proposed-cuts (keep)
core/skills/uncloud/SKILL.md	skill	core-skills	Use when managing an Uncloud cluster — deploying services, configuring Caddy ingress, adding static proxy routes for non-cluster devices, pu		343	cut		user approved proposed-cuts (cut)
core/skills/unified-notifications-ops/SKILL.md	skill	core-skills	Operate notifications as one ECC-native workflow across GitHub, Linear, desktop alerts, hooks, and connected communication surfaces. Use whe		187	cut		user approved proposed-cuts (cut)
core/skills/verification-loop/SKILL.md	skill	core-skills	A comprehensive verification system for Claude Code sessions.		126	keep		user approved proposed-cuts (keep)
core/skills/video-editing/SKILL.md	skill	core-skills	AI-assisted video editing workflows for cutting, structuring, and augmenting real footage. Covers the full pipeline from raw capture through		310	cut		user approved proposed-cuts (cut)
core/skills/videodb/SKILL.md	skill	core-skills	See, Understand, Act on video and audio. See- ingest from local files, URLs, RTSP/live feeds, or live record desktop; return realtime contex	bundles 12 files (refs/scripts travel together)	374	cut		user approved proposed-cuts (cut)
core/skills/visa-doc-translate/SKILL.md	skill	core-skills	Translate visa application documents (images) to English and create a bilingual PDF with original and translation	bundles 2 files (refs/scripts travel together)	117	cut		user approved proposed-cuts (cut)
core/skills/vite-patterns/SKILL.md	skill	core-skills	Vite build tool patterns including config, plugins, HMR, env variables, proxy setup, SSR, library mode, dependency pre-bundling, and build o		449	keep		user approved proposed-cuts (keep)
core/skills/windows-desktop-e2e/SKILL.md	skill	core-skills	E2E testing for Windows native desktop apps (WPF, WinForms, Win32/MFC, Qt) using pywinauto and Windows UI Automation.		887	cut		user approved proposed-cuts (cut)
core/skills/workspace-surface-audit/SKILL.md	skill	core-skills	Audit the active repo, MCP servers, plugins, connectors, env surfaces, and harness setup, then recommend the highest-value ECC-native skills		125	cut		user approved proposed-cuts (cut)
core/skills/x-api/SKILL.md	skill	core-skills	X/Twitter API integration for posting tweets, threads, reading timelines, search, and analytics. Covers OAuth auth patterns, rate limits, an		234	cut		user approved proposed-cuts (cut)
core/agents/a11y-architect.md	agent	core-agents	Accessibility Architect specializing in WCAG 2.2 compliance for Web and Native platforms. Use PROACTIVELY when designing UI components, esta		149	keep		user approved batch2 (keep)
core/agents/architect.md	agent	core-agents	Software architecture specialist for system design, scalability, and technical decision-making. Use PROACTIVELY when planning new features, 		220	keep		user approved batch2 (keep)
core/agents/build-error-resolver.md	agent	core-agents	Build and TypeScript error resolution specialist. Use PROACTIVELY when build fails or type errors occur. Fixes build/type errors only with m		123	keep		user approved batch2 (keep)
core/agents/chief-of-staff.md	agent	core-agents	Personal communication chief of staff that triages email, Slack, LINE, and Messenger. Classifies messages into 4 tiers (skip/info_only/meeti		160	cut		user approved batch2 (cut)
core/agents/code-architect.md	agent	core-agents	Designs feature architectures by analyzing existing codebase patterns and conventions, then providing implementation blueprints with concret		80	keep		user approved batch2 (keep)
core/agents/code-explorer.md	agent	core-agents	Deeply analyzes existing codebase features by tracing execution paths, mapping architecture layers, and documenting dependencies to inform n		78	keep		user approved batch2 (keep)
core/agents/code-reviewer.md	agent	core-agents	Expert code review specialist. Proactively reviews code for quality, security, and maintainability. Use immediately after writing or modifyi		323	keep		user approved batch2 (keep)
core/agents/code-simplifier.md	agent	core-agents	Simplifies and refines code for clarity, consistency, and maintainability while preserving behavior. Focus on recently modified code unless 		56	keep		user approved batch2 (keep)
core/agents/comment-analyzer.md	agent	core-agents	Analyze code comments for accuracy, completeness, maintainability, and comment rot risk.		54	keep		user approved batch2 (keep)
core/agents/conversation-analyzer.md	agent	core-agents	Use this agent when analyzing conversation transcripts to find behaviors worth preventing with hooks. Triggered by /hookify without argument		61	keep		user approved batch2 (keep)
core/agents/cpp-build-resolver.md	agent	core-agents	C++ build, CMake, and compilation error resolution specialist. Fixes build errors, linker issues, and template errors with minimal changes. 		99	cut		user approved batch2 (cut)
core/agents/cpp-reviewer.md	agent	core-agents	Expert C++ code reviewer specializing in memory safety, modern C++ idioms, concurrency, and performance. Use for all C++ code changes. MUST 		81	cut		user approved batch2 (cut)
core/agents/database-reviewer.md	agent	core-agents	PostgreSQL database specialist for query optimization, schema design, security, and performance. Use PROACTIVELY when writing SQL, creating 		100	keep		user approved batch2 (keep)
core/agents/django-build-resolver.md	agent	core-agents	Django/Python build, migration, and dependency error resolution specialist. Fixes pip/Poetry errors, migration conflicts, import errors, Dja		252	keep		user approved batch2 (keep)
core/agents/django-reviewer.md	agent	core-agents	Expert Django code reviewer specializing in ORM correctness, DRF patterns, migration safety, security misconfigurations, and production-grad		169	keep		user approved batch2 (keep)
core/agents/doc-updater.md	agent	core-agents	Documentation and codemap specialist. Use PROACTIVELY for updating codemaps and documentation. Runs /update-codemaps and /update-docs, gener		116	keep		user approved batch2 (keep)
core/agents/docs-lookup.md	agent	core-agents	When the user asks how to use a library, framework, or API or needs up-to-date code examples, use Context7 MCP to fetch current documentatio		77	keep		user approved batch2 (keep)
core/agents/e2e-runner.md	agent	core-agents	End-to-end testing specialist using Vercel Agent Browser (preferred) with Playwright fallback. Use PROACTIVELY for generating, maintaining, 		116	keep		user approved batch2 (keep)
core/agents/fastapi-reviewer.md	agent	core-agents	Reviews FastAPI applications for async correctness, dependency injection, Pydantic schemas, security, OpenAPI quality, testing, and producti		79	keep		user approved batch2 (keep)
core/agents/gan-evaluator.md	agent	core-agents	GAN Harness — Evaluator agent. Tests the live running application via Playwright, scores against rubric, and provides actionable feedback to		218	cut		user approved batch2 (cut)
core/agents/gan-generator.md	agent	core-agents	GAN Harness — Generator agent. Implements features according to the spec, reads evaluator feedback, and iterates until quality threshold is 		140	cut		user approved batch2 (cut)
core/agents/gan-planner.md	agent	core-agents	GAN Harness — Planner agent. Expands a one-line prompt into a full product specification with features, sprints, evaluation criteria, and de		108	cut		user approved batch2 (cut)
core/agents/harness-optimizer.md	agent	core-agents	Analyze and improve the local agent harness configuration for reliability, cost, and throughput.		44	keep		user approved batch2 (keep)
core/agents/healthcare-reviewer.md	agent	core-agents	Reviews healthcare application code for clinical safety, CDSS accuracy, PHI compliance, and medical data integrity. Specialized for EMR/EHR,		92	cut		user approved batch2 (cut)
core/agents/homelab-architect.md	agent	core-agents	Designs home and small-lab network plans from hardware inventory, goals, and operator experience level, with safe staged changes and rollbac		107	cut		user approved batch2 (cut)
core/agents/loop-operator.md	agent	core-agents	Operate autonomous agent loops, monitor progress, and intervene safely when loops stall.		45	keep		user approved batch2 (keep)
core/agents/marketing-agent.md	agent	core-agents	Marketing strategist and copywriter for campaign planning, audience research, positioning, copy creation, and content review. Covers landing		159	cut		user approved batch2 (cut)
core/agents/mle-reviewer.md	agent	core-agents	Production machine-learning engineering reviewer for data contracts, feature pipelines, training reproducibility, offline/online evaluation,		162	keep		user approved batch2 (keep)
core/agents/network-architect.md	agent	core-agents	Designs enterprise or multi-site network architecture from requirements, using existing network skills for focused routing, validation, auto		106	cut		user approved batch2 (cut)
core/agents/network-config-reviewer.md	agent	core-agents	Reviews router and switch configurations for security, correctness, stale references, risky change-window commands, and missing operational 		106	cut		user approved batch2 (cut)
core/agents/network-troubleshooter.md	agent	core-agents	Diagnoses network connectivity, routing, DNS, interface, and policy symptoms with a read-only OSI-layer workflow and evidence-backed root ca		128	cut		user approved batch2 (cut)
core/agents/opensource-forker.md	agent	core-agents	Fork any project for open-sourcing. Copies files, strips secrets and credentials (20+ patterns), replaces internal references with placehold		207	keep		user approved batch2 (keep)
core/agents/opensource-packager.md	agent	core-agents	Generate complete open-source packaging for a sanitized project. Produces CLAUDE.md, setup.sh, README.md, LICENSE, CONTRIBUTING.md, and GitH		258	keep		user approved batch2 (keep)
core/agents/opensource-sanitizer.md	agent	core-agents	Verify an open-source fork is fully sanitized before release. Scans for leaked secrets, PII, internal references, and dangerous files using 		197	keep		user approved batch2 (keep)
core/agents/performance-optimizer.md	agent	core-agents	Performance analysis and optimization specialist. Use PROACTIVELY for identifying bottlenecks, optimizing slow code, reducing bundle sizes, 		455	keep		user approved batch2 (keep)
core/agents/planner.md	agent	core-agents	Expert planning specialist for complex features and refactoring. Use PROACTIVELY when users request feature implementation, architectural ch		221	keep		user approved batch2 (keep)
core/agents/pr-test-analyzer.md	agent	core-agents	Review pull request test coverage quality and completeness, with emphasis on behavioral coverage and real bug prevention.		54	keep		user approved batch2 (keep)
core/agents/python-reviewer.md	agent	core-agents	Expert Python code reviewer specializing in PEP 8 compliance, Pythonic idioms, type hints, security, and performance. Use for all Python cod		107	keep		user approved batch2 (keep)
core/agents/pytorch-build-resolver.md	agent	core-agents	PyTorch runtime, CUDA, and training error resolution specialist. Fixes tensor shape mismatches, device errors, gradient issues, DataLoader p		129	keep		user approved batch2 (keep)
core/agents/refactor-cleaner.md	agent	core-agents	Dead code cleanup and consolidation specialist. Use PROACTIVELY for removing unused code, duplicates, and refactoring. Runs analysis tools (		94	keep		user approved batch2 (keep)
core/agents/security-reviewer.md	agent	core-agents	Security vulnerability detection and remediation specialist. Use PROACTIVELY after writing code that handles user input, authentication, API		117	keep		user approved batch2 (keep)
core/agents/seo-specialist.md	agent	core-agents	SEO specialist for technical SEO audits, on-page optimization, structured data, Core Web Vitals, and content/keyword mapping. Use for site a		71	cut		user approved batch2 (cut)
core/agents/silent-failure-hunter.md	agent	core-agents	Review code for silent failures, swallowed errors, bad fallbacks, and missing error propagation.		59	keep		user approved batch2 (keep)
core/agents/tdd-guide.md	agent	core-agents	Test-Driven Development specialist enforcing write-tests-first methodology. Use PROACTIVELY when writing new features, fixing bugs, or refac		100	keep		user approved batch2 (keep)
core/agents/type-design-analyzer.md	agent	core-agents	Analyze type design for encapsulation, invariant expression, usefulness, and enforcement.		50	keep		user approved batch2 (keep)
core/agents/typescript-reviewer.md	agent	core-agents	Expert TypeScript/JavaScript code reviewer specializing in type safety, async correctness, Node/web security, and idiomatic patterns. Use fo		121	keep		user approved batch2 (keep)
core/commands/aside.md	command	core-commands	Answer a quick side question without interrupting or losing context from the current task. Resume work automatically after answering.		164	keep		user approved batch2 (keep)
core/commands/auto-update.md	command	core-commands	Pull the latest ECC repo changes and reinstall the current managed targets.		28	cut		user approved batch2 (cut)
core/commands/build-fix.md	command	core-commands	Detect the project build system and incrementally fix build/type errors with minimal safe changes.		66	keep		user approved batch2 (keep)
core/commands/checkpoint.md	command	core-commands	Create, verify, or list workflow checkpoints after running verification checks.		78	keep		user approved batch2 (keep)
core/commands/code-review.md	command	core-commands	Code review — local uncommitted changes or GitHub PR (pass PR number/URL for PR mode)		289	keep		user approved batch2 (keep)
