path	type	group	purpose	deps	size	decision	target_path	notes
core/commands/cost-report.md	command	core-commands	Generate a local Claude Code cost report from a cost-tracker SQLite database.		107	cut		user approved batch2 (cut)
core/commands/cpp-build.md	command	core-commands	Fix C++ build errors, CMake issues, and linker problems incrementally. Invokes the cpp-build-resolver agent for minimal, surgical fixes.		173	cut		user approved batch2 (cut)
core/commands/cpp-review.md	command	core-commands	Comprehensive C++ code review for memory safety, modern C++ idioms, concurrency, and security. Invokes the cpp-reviewer agent.		132	cut		user approved batch2 (cut)
core/commands/cpp-test.md	command	core-commands	Enforce TDD workflow for C++. Write GoogleTest tests first, then implement. Verify coverage with gcov/lcov.		251	cut		user approved batch2 (cut)
core/commands/ecc-guide.md	command	core-commands	Navigate ECC's current agents, skills, commands, hooks, install profiles, and docs from the live repository surface.		93	cut		user approved batch2 (cut)
core/commands/evolve.md	command	core-commands	Analyze instincts and suggest or generate evolved structures		178	keep		user approved batch2 (keep)
core/commands/fastapi-review.md	command	core-commands	Review a FastAPI application for architecture, async correctness, dependency injection, Pydantic schemas, security, performance, and testabi		39	keep		user approved batch2 (keep)
core/commands/feature-dev.md	command	core-commands	Guided feature development with codebase understanding and architecture focus		49	keep		user approved batch2 (keep)
core/commands/gan-build.md	command	core-commands	Run a generator/evaluator build loop for implementation tasks with bounded iterations and scoring.		103	cut		user approved batch2 (cut)
core/commands/gan-design.md	command	core-commands	Run a generator/evaluator design loop for frontend or visual work with bounded iterations and scoring.		39	cut		user approved batch2 (cut)
core/commands/gradle-build.md	command	core-commands	Fix Gradle build errors for Android and KMP projects		70	cut		user approved batch2 (cut)
core/commands/harness-audit.md	command	core-commands	Run a deterministic repository harness audit and return a prioritized scorecard.		84	keep		user approved batch2 (keep)
core/commands/hookify-configure.md	command	core-commands	Enable or disable hookify rules interactively		14	keep		user approved batch2 (keep)
core/commands/hookify-help.md	command	core-commands	Get help with the hookify system		46	keep		user approved batch2 (keep)
core/commands/hookify-list.md	command	core-commands	List all configured hookify rules		21	keep		user approved batch2 (keep)
core/commands/hookify.md	command	core-commands	Create hooks to prevent unwanted behaviors from conversation analysis or explicit instructions		50	keep		user approved batch2 (keep)
core/commands/instinct-export.md	command	core-commands	Export instincts from project/global scope to a file		66	keep		user approved batch2 (keep)
core/commands/instinct-import.md	command	core-commands	Import instincts from file or URL into project/global scope		114	keep		user approved batch2 (keep)
core/commands/instinct-status.md	command	core-commands	Show learned instincts (project + global) with confidence		59	keep		user approved batch2 (keep)
core/commands/jira.md	command	core-commands	Retrieve a Jira ticket, analyze requirements, update status, or add comments. Uses the jira-integration skill and MCP or REST API.		106	cut		user approved batch2 (cut)
core/commands/learn-eval.md	command	core-commands	Extract reusable patterns from the session, self-evaluate quality before saving, and determine the right save location (Global vs Project).		116	keep		user approved batch2 (keep)
core/commands/learn.md	command	core-commands	Extract reusable patterns from the current session and save them as candidate skills or guidance.		74	keep		user approved batch2 (keep)
core/commands/loop-start.md	command	core-commands	Start a managed autonomous loop pattern with safety defaults and explicit stop conditions.		36	keep		user approved batch2 (keep)
core/commands/loop-status.md	command	core-commands	Inspect active loop state, progress, failure signals, and recommended intervention.		77	keep		user approved batch2 (keep)
core/commands/marketing-campaign.md	command	core-commands	Plan and execute a full marketing campaign. Accepts a product brief and returns positioning, landing page copy, email sequence, social posts		129	cut		user approved batch2 (cut)
core/commands/model-route.md	command	core-commands	Recommend the best model tier for the current task based on complexity, risk, and budget.		30	keep		user approved batch2 (keep)
core/commands/multi-backend.md	command	core-commands	Run a backend-focused multi-model workflow for APIs, algorithms, data, and business logic.		162	keep		user approved batch2 (keep)
core/commands/multi-execute.md	command	core-commands	Execute a multi-model implementation plan while preserving Claude as the only filesystem writer.		319	keep		user approved batch2 (keep)
core/commands/multi-frontend.md	command	core-commands	Run a frontend-focused multi-model workflow for components, layouts, animation, and UI polish.		162	keep		user approved batch2 (keep)
core/commands/multi-plan.md	command	core-commands	Create a multi-model implementation plan without modifying production code.		272	keep		user approved batch2 (keep)
core/commands/multi-workflow.md	command	core-commands	Run a full multi-model development workflow with research, planning, execution, optimization, and review.		195	keep		user approved batch2 (keep)
core/commands/plan-prd.md	command	core-commands	Generate a lean, problem-first PRD and hand off to /plan for implementation planning.		160	keep		user approved batch2 (keep)
core/commands/plan.md	command	core-commands	Restate requirements, assess risks, and create step-by-step implementation plan. WAIT for user CONFIRM before touching any code.		200	keep		user approved batch2 (keep)
core/commands/pm2.md	command	core-commands	Analyze a project and generate PM2 service commands for detected frontend, backend, or database services.		276	keep		user approved batch2 (keep)
core/commands/pr.md	command	core-commands	Create a GitHub PR from current branch with unpushed commits — discovers templates, analyzes changes, pushes		184	keep		user approved batch2 (keep)
core/commands/project-init.md	command	core-commands	Detect a project's stack and produce a dry-run ECC onboarding plan using the repository's install manifests and stack mappings.		86	cut		user approved batch2 (cut)
core/commands/projects.md	command	core-commands	List known projects and their instinct statistics		39	keep		user approved batch2 (keep)
core/commands/promote.md	command	core-commands	Promote project-scoped instincts to global scope		41	keep		user approved batch2 (keep)
core/commands/prp-commit.md	command	core-commands	Quick commit with natural language file targeting — describe what to commit in plain English		112	keep		user approved batch2 (keep)
core/commands/prp-implement.md	command	core-commands	Execute an implementation plan with rigorous validation loops		385	keep		user approved batch2 (keep)
core/commands/prp-plan.md	command	core-commands	Create comprehensive feature implementation plan with codebase analysis and pattern extraction		502	keep		user approved batch2 (keep)
core/commands/prp-pr.md	command	core-commands	Create a GitHub PR from current branch with unpushed commits — discovers templates, analyzes changes, pushes		184	keep		user approved batch2 (keep)
core/commands/prp-prd.md	command	core-commands	Interactive PRD generator - problem-first, hypothesis-driven product spec with back-and-forth questioning		447	keep		user approved batch2 (keep)
core/commands/prune.md	command	core-commands	Delete pending instincts older than 30 days that were never promoted		31	keep		user approved batch2 (keep)
core/commands/python-review.md	command	core-commands	Comprehensive Python code review for PEP 8 compliance, type hints, security, and Pythonic idioms. Invokes the python-reviewer agent.		297	keep		user approved batch2 (keep)
core/commands/quality-gate.md	command	core-commands	Run the ECC quality pipeline for a file or project scope and report remediation steps.		33	keep		user approved batch2 (keep)
core/commands/refactor-clean.md	command	core-commands	Safely identify and remove dead code with verification after each change.		84	keep		user approved batch2 (keep)
core/commands/resume-session.md	command	core-commands	Load the most recent session file from ~/.claude/session-data/ and resume work with full context from where the last session ended.		156	keep		user approved batch2 (keep)
core/commands/review-pr.md	command	core-commands	Comprehensive PR review using specialized agents		37	keep		user approved batch2 (keep)
core/commands/santa-loop.md	command	core-commands	Adversarial dual-review convergence loop — two independent model reviewers must both approve before code ships.		175	keep		user approved batch2 (keep)
core/commands/save-session.md	command	core-commands	Save current session state to a dated file in ~/.claude/session-data/ so work can be resumed in a future session with full context.		275	keep		user approved batch2 (keep)
core/commands/security-scan.md	command	core-commands	Run AgentShield against agent, hook, MCP, permission, and secret surfaces.		92	keep		user approved batch2 (keep)
core/commands/sessions.md	command	core-commands	Manage Claude Code session history, aliases, and session metadata.		339	keep		user approved batch2 (keep)
core/commands/setup-pm.md	command	core-commands	Configure your preferred package manager (npm/pnpm/yarn/bun)		80	keep		user approved batch2 (keep)
core/commands/skill-create.md	command	core-commands	Analyze local git history to extract coding patterns and generate SKILL.md files. Local version of the Skill Creator GitHub App.		174	keep		user approved batch2 (keep)
core/commands/skill-health.md	command	core-commands	Show skill portfolio health dashboard with charts and analytics		54	keep		user approved batch2 (keep)
core/commands/test-coverage.md	command	core-commands	Analyze coverage, identify gaps, and generate missing tests toward the target threshold.		73	keep		user approved batch2 (keep)
core/commands/update-codemaps.md	command	core-commands	Scan project structure and generate token-lean architecture codemaps.		76	keep		user approved batch2 (keep)
core/commands/update-docs.md	command	core-commands	Sync documentation from source-of-truth files such as scripts, schemas, routes, and exports.		88	keep		user approved batch2 (keep)
core/rules/README.md	rule	core-rules	Rules		135	keep		user approved batch2 (keep)
core/rules/angular/coding-style.md	rule	core-rules	Angular Coding Style		182	cut		user approved batch2 (cut)
core/rules/angular/hooks.md	rule	core-rules	Angular Hooks		25	cut		user approved batch2 (cut)
core/rules/angular/patterns.md	rule	core-rules	Angular Patterns		249	cut		user approved batch2 (cut)
core/rules/angular/security.md	rule	core-rules	Angular Security		87	cut		user approved batch2 (cut)
core/rules/angular/testing.md	rule	core-rules	Angular Testing		164	cut		user approved batch2 (cut)
core/rules/common/agents.md	rule	core-rules	Agent Orchestration		51	keep		user approved batch2 (keep)
core/rules/common/code-review.md	rule	core-rules	Code Review Standards		124	keep		user approved batch2 (keep)
core/rules/common/coding-style.md	rule	core-rules	Coding Style		90	keep		user approved batch2 (keep)
core/rules/common/development-workflow.md	rule	core-rules	Development Workflow		44	keep		user approved batch2 (keep)
core/rules/common/git-workflow.md	rule	core-rules	Git Workflow		24	keep		user approved batch2 (keep)
core/rules/common/hooks.md	rule	core-rules	Hooks System		30	keep		user approved batch2 (keep)
core/rules/common/patterns.md	rule	core-rules	Common Patterns		31	keep		user approved batch2 (keep)
core/rules/common/performance.md	rule	core-rules	Performance Optimization		55	keep		user approved batch2 (keep)
core/rules/common/security.md	rule	core-rules	Security Guidelines		29	keep		user approved batch2 (keep)
core/rules/common/testing.md	rule	core-rules	Testing Requirements		57	keep		user approved batch2 (keep)
core/rules/cpp/coding-style.md	rule	core-rules	C++ Coding Style		44	cut		user approved batch2 (cut)
core/rules/cpp/hooks.md	rule	core-rules	C++ Hooks		39	cut		user approved batch2 (cut)
core/rules/cpp/patterns.md	rule	core-rules	C++ Patterns		51	cut		user approved batch2 (cut)
core/rules/cpp/security.md	rule	core-rules	C++ Security		51	cut		user approved batch2 (cut)
core/rules/cpp/testing.md	rule	core-rules	C++ Testing		44	cut		user approved batch2 (cut)
core/rules/python/coding-style.md	rule	core-rules	Python Coding Style		42	keep		user approved batch2 (keep)
core/rules/python/fastapi.md	rule	core-rules	FastAPI Rules		58	keep		user approved batch2 (keep)
core/rules/python/hooks.md	rule	core-rules	Python Hooks		19	keep		user approved batch2 (keep)
core/rules/python/patterns.md	rule	core-rules	Python Patterns		39	keep		user approved batch2 (keep)
core/rules/python/security.md	rule	core-rules	Python Security		30	keep		user approved batch2 (keep)
core/rules/python/testing.md	rule	core-rules	Python Testing		38	keep		user approved batch2 (keep)
core/rules/typescript/coding-style.md	rule	core-rules	TypeScript/JavaScript Coding Style		199	keep		user approved batch2 (keep)
core/rules/typescript/hooks.md	rule	core-rules	TypeScript/JavaScript Hooks		22	keep		user approved batch2 (keep)
core/rules/typescript/patterns.md	rule	core-rules	TypeScript/JavaScript Patterns		52	keep		user approved batch2 (keep)
core/rules/typescript/security.md	rule	core-rules	TypeScript/JavaScript Security		28	keep		user approved batch2 (keep)
core/rules/typescript/testing.md	rule	core-rules	TypeScript/JavaScript Testing		18	keep		user approved batch2 (keep)
core/rules/web/coding-style.md	rule	core-rules	Web Coding Style		96	keep		user approved batch2 (keep)
core/rules/web/design-quality.md	rule	core-rules	Web Design Quality Standards		63	keep		user approved batch2 (keep)
core/rules/web/hooks.md	rule	core-rules	Web Hooks		129	keep		user approved batch2 (keep)
core/rules/web/patterns.md	rule	core-rules	Web Patterns		79	keep		user approved batch2 (keep)
core/rules/web/performance.md	rule	core-rules	Web Performance Rules		64	keep		user approved batch2 (keep)
core/rules/web/security.md	rule	core-rules	Web Security Rules		57	keep		user approved batch2 (keep)
core/rules/web/testing.md	rule	core-rules	Web Testing Rules		55	keep		user approved batch2 (keep)
core/contexts/dev.md	context	core-contexts	Development Context		20	keep		
core/contexts/research.md	context	core-contexts	Research Context		26	keep		
core/contexts/review.md	context	core-contexts	Code Review Context		22	keep		
vendored/agent-sdk-dev/agents/agent-sdk-verifier-py.md	vendored-skill	vendored	Use this agent to verify that a Python Agent SDK application is properly configured, follows SDK best practices and documentation recommenda		140	keep		user approved batch2 (keep)
vendored/agent-sdk-dev/agents/agent-sdk-verifier-ts.md	vendored-skill	vendored	Use this agent to verify that a TypeScript Agent SDK application is properly configured, follows SDK best practices and documentation recomm		145	keep		user approved batch2 (keep)
vendored/agent-sdk-dev/commands/new-sdk-app.md	vendored-skill	vendored	Create and setup a new Claude Agent SDK application		176	keep		user approved batch2 (keep)
vendored/mattpocock-skills/skills/deprecated/design-an-interface/SKILL.md	vendored-skill	vendored	Generate multiple radically different interface designs for a module using parallel sub-agents. Use when user wants to design an API, explor	DISABLED in kit.config	94	cut		kit.config disabled_artifacts; not active
vendored/mattpocock-skills/skills/deprecated/qa/SKILL.md	vendored-skill	vendored	Interactive QA session where user reports bugs or issues conversationally, and the agent files GitHub issues. Explores the codebase in the b	DISABLED in kit.config	130	cut		kit.config disabled_artifacts; not active
vendored/mattpocock-skills/skills/deprecated/request-refactor-plan/SKILL.md	vendored-skill	vendored	Create a detailed refactor plan with tiny commits via user interview, then file it as a GitHub issue. Use when user wants to plan a refactor	DISABLED in kit.config	68	cut		kit.config disabled_artifacts; not active
vendored/mattpocock-skills/skills/deprecated/ubiquitous-language/SKILL.md	vendored-skill	vendored	Extract a DDD-style ubiquitous language glossary from the current conversation, flagging ambiguities and proposing canonical terms. Saves to	DISABLED in kit.config	93	cut		kit.config disabled_artifacts; not active
vendored/mattpocock-skills/skills/engineering/diagnose/SKILL.md	vendored-skill	vendored	Disciplined diagnosis loop for hard bugs and performance regressions. Reproduce → minimise → hypothesise → instrument → fix → regression-tes		117	keep		user approved batch2 (keep)
vendored/mattpocock-skills/skills/engineering/grill-with-docs/SKILL.md	vendored-skill	vendored	Grilling session that challenges your plan against the existing domain model, sharpens terminology, and updates documentation (CONTEXT.md, A		88	keep		user approved batch2 (keep)
vendored/mattpocock-skills/skills/engineering/improve-codebase-architecture/SKILL.md	vendored-skill	vendored	Find deepening opportunities in a codebase, informed by the domain language in CONTEXT.md and the decisions in docs/adr/. Use when the user 		81	keep		user approved batch2 (keep)
vendored/mattpocock-skills/skills/engineering/prototype/SKILL.md	vendored-skill	vendored	Build a throwaway prototype to flesh out a design before committing to it. Routes between two branches — a runnable terminal app for state/b		30	keep		user approved batch2 (keep)
vendored/mattpocock-skills/skills/engineering/setup-matt-pocock-skills/SKILL.md	vendored-skill	vendored	Sets up an `## Agent skills` block in AGENTS.md/CLAUDE.md and `docs/agents/` so the engineering skills know this repo's issue tracker (GitHu		121	keep		user approved batch2 (keep)
vendored/mattpocock-skills/skills/engineering/tdd/SKILL.md	vendored-skill	vendored	Test-driven development with red-green-refactor loop. Use when user wants to build features or fix bugs using TDD, mentions "red-green-refac		109	keep		user approved batch2 (keep)
vendored/mattpocock-skills/skills/engineering/to-issues/SKILL.md	vendored-skill	vendored	Break a plan, spec, or PRD into independently-grabbable issues on the project issue tracker using tracer-bullet vertical slices. Use when us		83	keep		user approved batch2 (keep)
vendored/mattpocock-skills/skills/engineering/to-prd/SKILL.md	vendored-skill	vendored	Turn the current conversation context into a PRD and publish it to the project issue tracker. Use when user wants to create a PRD from the c		76	keep		user approved batch2 (keep)
vendored/mattpocock-skills/skills/engineering/triage/SKILL.md	vendored-skill	vendored	Triage issues through a state machine driven by triage roles. Use when user wants to create an issue, triage issues, review incoming bugs or		103	keep		user approved batch2 (keep)
vendored/mattpocock-skills/skills/engineering/zoom-out/SKILL.md	vendored-skill	vendored	Tell the agent to zoom out and give broader context or a higher-level perspective. Use when you're unfamiliar with a section of code or need		7	keep		user approved batch2 (keep)
vendored/mattpocock-skills/skills/in-progress/review/SKILL.md	vendored-skill	vendored	Review the changes since a fixed point (commit, branch, tag, or merge-base) along two axes — Standards (does the code follow this repo's doc	DISABLED in kit.config	78	cut		kit.config disabled_artifacts; not active
vendored/mattpocock-skills/skills/in-progress/writing-beats/SKILL.md	vendored-skill	vendored	Shape an article as a journey of beats, choose-your-own-adventure style. The user picks a starting beat from the raw material, you write onl	DISABLED in kit.config	52	cut		kit.config disabled_artifacts; not active
vendored/mattpocock-skills/skills/in-progress/writing-fragments/SKILL.md	vendored-skill	vendored	Grilling session that mines the user for fragments — heterogeneous nuggets of writing (claims, vignettes, sharp sentences, half-thoughts) — 	DISABLED in kit.config	75	cut		kit.config disabled_artifacts; not active
vendored/mattpocock-skills/skills/in-progress/writing-shape/SKILL.md	vendored-skill	vendored	Take a markdown file of raw material and shape it into an article through a conversational session — drafting candidate openings, growing th	DISABLED in kit.config	64	cut		kit.config disabled_artifacts; not active
vendored/mattpocock-skills/skills/misc/git-guardrails-claude-code/SKILL.md	vendored-skill	vendored	Set up Claude Code hooks to block dangerous git commands (push, reset --hard, clean, branch -D, etc.) before they execute. Use when user wan		95	keep		user approved batch2 (keep)
vendored/mattpocock-skills/skills/misc/migrate-to-shoehorn/SKILL.md	vendored-skill	vendored	Migrate test files from `as` type assertions to @total-typescript/shoehorn. Use when user mentions shoehorn, wants to replace `as` in tests,	DISABLED in kit.config	118	cut		kit.config disabled_artifacts; not active
vendored/mattpocock-skills/skills/misc/scaffold-exercises/SKILL.md	vendored-skill	vendored	Create exercise directory structures with sections, problems, solutions, and explainers that pass linting. Use when user wants to scaffold e		106	cut		user approved batch2 (cut)
vendored/mattpocock-skills/skills/misc/setup-pre-commit/SKILL.md	vendored-skill	vendored	Set up Husky pre-commit hooks with lint-staged (Prettier), type checking, and tests in the current repo. Use when user wants to add pre-comm		91	keep		user approved batch2 (keep)
vendored/mattpocock-skills/skills/personal/edit-article/SKILL.md	vendored-skill	vendored	Edit and improve articles by restructuring sections, improving clarity, and tightening prose. Use when user wants to edit, revise, or improv		14	cut		user approved batch2 (cut)
vendored/mattpocock-skills/skills/personal/obsidian-vault/SKILL.md	vendored-skill	vendored	Search, create, and manage notes in the Obsidian vault with wikilinks and index notes. Use when user wants to find, create, or organize note	DISABLED in kit.config	59	cut		kit.config disabled_artifacts; not active
vendored/mattpocock-skills/skills/productivity/caveman/SKILL.md	vendored-skill	vendored	>		49	keep		user approved batch2 (keep)
vendored/mattpocock-skills/skills/productivity/grill-me/SKILL.md	vendored-skill	vendored	Interview the user relentlessly about a plan or design until reaching shared understanding, resolving each branch of the decision tree. Use 		10	keep		user approved batch2 (keep)
vendored/mattpocock-skills/skills/productivity/handoff/SKILL.md	vendored-skill	vendored	Compact the current conversation into a handoff document for another agent to pick up.		15	keep		user approved batch2 (keep)
vendored/mattpocock-skills/skills/productivity/write-a-skill/SKILL.md	vendored-skill	vendored	Create new agent skills with proper structure, progressive disclosure, and bundled resources. Use when user wants to create, write, or build		117	keep		user approved batch2 (keep)
vendored/plugin-dev/agents/agent-creator.md	vendored-skill	vendored	Use this agent when the user asks to "create an agent", "generate an agent", "build a new agent", "make me an agent that...", or describes a		176	keep		user approved batch2 (keep)
vendored/plugin-dev/agents/plugin-validator.md	vendored-skill	vendored	Use this agent when the user asks to "validate my plugin", "check plugin structure", "verify plugin is correct", "validate plugin.json", "ch		184	keep		user approved batch2 (keep)
vendored/plugin-dev/agents/skill-reviewer.md	vendored-skill	vendored	Use this agent when the user has created or modified a skill and needs quality review, asks to "review my skill", "check skill quality", "im		184	keep		user approved batch2 (keep)
vendored/plugin-dev/commands/create-plugin.md	vendored-skill	vendored	Guided end-to-end plugin creation workflow with component design, implementation, and validation		415	keep		user approved batch2 (keep)
vendored/plugin-dev/skills/agent-development/SKILL.md	vendored-skill	vendored	This skill should be used when the user asks to "create an agent", "add an agent", "write a subagent", "agent frontmatter", "when to use des		415	keep		user approved batch2 (keep)
vendored/plugin-dev/skills/command-development/SKILL.md	vendored-skill	vendored	This skill should be used when the user asks to "create a slash command", "add a command", "write a custom command", "define command argumen		834	keep		user approved batch2 (keep)
vendored/plugin-dev/skills/hook-development/SKILL.md	vendored-skill	vendored	This skill should be used when the user asks to "create a hook", "add a PreToolUse/PostToolUse/Stop hook", "validate tool use", "implement p		712	keep		user approved batch2 (keep)
vendored/plugin-dev/skills/mcp-integration/SKILL.md	vendored-skill	vendored	This skill should be used when the user asks to "add MCP server", "integrate MCP", "configure MCP in plugin", "use .mcp.json", "set up Model		554	keep		user approved batch2 (keep)
vendored/plugin-dev/skills/plugin-settings/SKILL.md	vendored-skill	vendored	This skill should be used when the user asks about "plugin settings", "store plugin configuration", "user-configurable plugin", ".local.md f		544	keep		user approved batch2 (keep)
vendored/plugin-dev/skills/plugin-structure/SKILL.md	vendored-skill	vendored	This skill should be used when the user asks to "create a plugin", "scaffold a plugin", "understand plugin structure", "organize plugin comp		476	keep		user approved batch2 (keep)
vendored/plugin-dev/skills/skill-development/SKILL.md	vendored-skill	vendored	This skill should be used when the user wants to "create a skill", "add a skill to plugin", "write a new skill", "improve skill description"		637	keep		user approved batch2 (keep)
vendored/ralph-wiggum/commands/cancel-ralph.md	vendored-skill	vendored	Cancel active Ralph Wiggum loop		18	keep		user approved batch2 (keep)
vendored/ralph-wiggum/commands/help.md	vendored-skill	vendored	Explain Ralph Wiggum technique and available commands		126	keep		user approved batch2 (keep)
vendored/ralph-wiggum/commands/ralph-loop.md	vendored-skill	vendored	Start Ralph Wiggum loop in current session		18	keep		user approved batch2 (keep)
overlays/agents/secrets-hygiene-reviewer.md	overlay	overlays	Reviews diffs for secrets hygiene violations. Flags hardcoded credentials, hostnames, IPs, connection strings, and direct GitHub secrets ref	<-> overlays/rules/secrets.md	83	keep		user keep (batch 1a)
overlays/commands/adr.md	overlay	overlays	Create today's ADR with the next counter. Pairs with overlays/skills/adr-writer/. Default path is docs/decisions/ — override by setting adr_	<-> overlays/skills/adr-writer	40	keep		user keep (batch 1a)
overlays/commands/clean-gone.md	overlay	overlays	Cleans up all git branches marked as [gone] (branches that have been deleted on the remote but still exist locally), including removing asso		53	keep		user keep (batch 1a)
overlays/commands/status.md	overlay	overlays	Show current health of this project's stack. Delegates to scripts/status.sh if present; otherwise reports basic git state and process list. 	scripts/status.sh (missing, degrades)	33	cut		user cut (batch 1a)
overlays/rules/docs.md	overlay	overlays	docs.md		12	keep		user keep (batch 1a)
overlays/rules/secrets.md	overlay	overlays	Universal secrets hygiene policy. Auto-load on any project using schnapp-kit.	<- secrets-hygiene-reviewer, workflow-env-validator.sh	13	keep		user keep (batch 1a)
overlays/skills/adr-writer/SKILL.md	overlay	overlays	Author an Architecture Decision Record. Use when the current change is "milestone" tier (non-obvious decision, new convention, architectural		91	keep		user keep (batch 1a)
overlays/skills/audit-against-kit/SKILL.md	overlay	overlays	Scan one of the user's project repos and produce a delta report vs schnapp-kit. Use when the user says "audit <repo> against the kit", "what	fork-model: sync-upstream, promote-from-project	112	keep		cut-or-rewrite in Phase 3 (fork machinery gone); REWRITE in Phase 4 to drop fork-model deps
overlays/skills/discover-kit-additions/SKILL.md	overlay	overlays	Scan an arbitrary GitHub repo (or local path) and surface artifacts schnapp-kit doesn't yet have. Use when the user says "review this repo f	fork-model: kit.config, vendored/, core/, promote-from-project	100	keep		cut-or-rewrite in Phase 3 (fork machinery gone); REWRITE in Phase 4 to drop fork-model deps
overlays/skills/live-session-cache/SKILL.md	overlay	overlays	Capture each session turn to a chat/* branch so context survives compaction or accidental session loss. Default mode is `always` in Claude C		67	keep		user keep (batch 1a)
overlays/skills/workflow/SKILL.md	overlay	overlays	Workflow orchestration, planning, verification, and task management. Use when starting a non-trivial task, when asked how to approach a prob		45	cut		user cut (batch 1a)
language-packs/infra/rules/workflows.md	langpack	language-packs	Infrastructure / GitHub Actions conventions		29	keep		
language-packs/python/hooks/ruff-lint.sh	langpack	language-packs	PostToolUse(Edit|Write): lint Python edits with ruff via uvx		19	keep		
language-packs/sql/rules/database.md	langpack	language-packs	SQL / Database conventions — SQL Server 2022 (T-SQL)		17	keep		
language-packs/typescript/rules/web.md	langpack	language-packs	TypeScript / Next.js 15 conventions		18	keep		
core/.claude/commands/add-language-rules.md	held-cmd	core-claude-held	Workflow command scaffold for add-language-rules in everything-claude-code.		39	cut		ECC-specific scaffold/rule; node not enabled lang
core/.claude/commands/database-migration.md	held-cmd	core-claude-held	Workflow command scaffold for database-migration in everything-claude-code.		36	cut		ECC-specific scaffold/rule; node not enabled lang
core/.claude/commands/feature-development.md	held-cmd	core-claude-held	Workflow command scaffold for feature-development in everything-claude-code.		38	cut		ECC-specific scaffold/rule; node not enabled lang
core/.claude/rules/node.md	held-cmd	core-claude-held	Node.js Rules for everything-claude-code		56	cut		ECC-specific scaffold/rule; node not enabled lang
core/tests/	tree	held-machinery	ECC test suite	build-only	149	keep	-	review: keep adapted validators?; user approved batch3 (keep)
core/scripts/	tree	held-machinery	ECC build/CI/codemap scripts	build-only	167	keep	-	review: any reusable hook scripts?; user approved batch3 (keep)
core/examples/	tree	held-machinery	ECC example projects (evaluator, gan)	none	46	keep	-	likely cut; user approved batch3 (keep)
core/assets/	tree	held-machinery	images/resources	none	36	cut	-	likely cut; user approved batch3 (cut)
core/ecc2/	tree	held-machinery	ECC v2 source	none	19	cut	-	likely cut; user approved batch3 (cut)
core/src/	tree	held-machinery	ECC source (llm)	none	19	cut	-	likely cut; user approved batch3 (cut)
core/legacy-command-shims/	tree	held-machinery	legacy command compat	none	13	cut	-	likely cut; user approved batch3 (cut)
core/schemas/	tree	held-machinery	JSON validation schemas (hooks/plugin)	maybe-reusable	10	keep	-	review: keep hooks/plugin schema?; user approved batch3 (keep)
core/integrations/	tree	held-machinery	aura integration	none	7	cut	-	likely cut; user approved batch3 (cut)
core/manifests/	tree	held-machinery	install-components/modules/profiles	build-only	3	keep	-	cut (fork install machinery); user approved batch3 (keep)
core/hooks/	tree	held-machinery	core hooks + memory-persistence	maybe-reusable	4	keep	-	review vs overlays/hooks; user approved batch3 (keep)
core/mcp-configs/	tree	held-machinery	mcp-servers.json	maybe-reusable	1	keep	-	review w/ core/.mcp.json; user approved batch3 (keep)
core/config/	tree	held-machinery	project-stack-mappings.json	none	1	keep	-	likely cut; user approved batch3 (keep)
core/plugins/	tree	held-machinery	plugin defs	none	1	keep	-	likely cut; user approved batch3 (keep)
core/research/	tree	held-machinery	research materials	none	1	cut	-	likely cut; user approved batch3 (cut)
core/.mcp.json	config	held-machinery	MCP server config (root)	maybe-reusable	28	keep	-	review w/ core/mcp-configs; user approved batch3 (keep)
